664715856.0,879434616.0,323806064.0,733995664.0,212436280.0
543401660.0,663271752.0,425776996.0,733971520.0,347861264.0
597581000.0,650833852.0,400169316.0,751813592.0,388929320.0
574328236.0,1006992784.0,634827756.0,970473736.0,585192228.0
523309832.0,672644008.0,808012248.0,658395024.0,407890424.0
375795676.0,685044524.0,483034712.0,827665724.0,752782072.0
354133516.0,422590348.0,354948820.0,372816376.0,447109384.0
77449032.0,145203872.0,81109888.0,224946936.0,287347564.0
620536060.0,562599320.0,411949756.0,670032232.0,487736996.0
724332152.0,1328393880.0,904953676.0,1493828492.0,803677752.0
1045485968.0,1291441176.0,771688864.0,1278782720.0,745930808.0
720762388.0,796533408.0,588921032.0,637312264.0,395212528.0
664715856.0,879434616.0,323806064.0,733995664.0,212436280.0
543401660.0,663271752.0,425776996.0,733971520.0,347861264.0
597581000.0,650833852.0,400169316.0,751813592.0,388929320.0
574328236.0,1006992784.0,634827756.0,970473736.0,585192228.0
523309832.0,672644008.0,808012248.0,658395024.0,407890424.0
375795676.0,685044524.0,483034712.0,827665724.0,752782072.0
354133516.0,422590348.0,354948820.0,372816376.0,447109384.0
77449032.0,145203872.0,81109888.0,224946936.0,287347564.0
620536060.0,562599320.0,411949756.0,670032232.0,487736996.0
724332152.0,1328393880.0,904953676.0,1493828492.0,803677752.0
1045485968.0,1291441176.0,771688864.0,1278782720.0,745930808.0
720762388.0,796533408.0,588921032.0,637312264.0,395212528.0
664715856.0,879434616.0,323806064.0,733995664.0,212436280.0
543401660.0,663271752.0,425776996.0,733971520.0,347861264.0
597581000.0,650833852.0,400169316.0,751813592.0,388929320.0
574328236.0,1006992784.0,634827756.0,970473736.0,585192228.0
523309832.0,672644008.0,808012248.0,658395024.0,407890424.0
375795676.0,685044524.0,483034712.0,827665724.0,752782072.0
354133516.0,422590348.0,354948820.0,372816376.0,447109384.0
77449032.0,145203872.0,81109888.0,224946936.0,287347564.0
620536060.0,562599320.0,411949756.0,670032232.0,487736996.0
724332152.0,1328393880.0,904953676.0,1493828492.0,803677752.0
1045485968.0,1291441176.0,771688864.0,1278782720.0,745930808.0
720762388.0,796533408.0,588921032.0,637312264.0,395212528.0
664715856.0,879434616.0,323806064.0,733995664.0,212436280.0
543401660.0,663271752.0,425776996.0,733971520.0,347861264.0
597581000.0,650833852.0,400169316.0,751813592.0,388929320.0
574328236.0,1006992784.0,634827756.0,970473736.0,585192228.0
523309832.0,672644008.0,808012248.0,658395024.0,407890424.0
375795676.0,685044524.0,483034712.0,827665724.0,752782072.0
354133516.0,422590348.0,354948820.0,372816376.0,447109384.0
77449032.0,145203872.0,81109888.0,224946936.0,287347564.0
620536060.0,562599320.0,411949756.0,670032232.0,487736996.0
724332152.0,1328393880.0,904953676.0,1493828492.0,803677752.0
1045485968.0,1291441176.0,771688864.0,1278782720.0,745930808.0
720762388.0,796533408.0,588921032.0,637312264.0,395212528.0
