10544.0,10708.0,5152.0,10856.0,3460.0
8180.0,10012.0,6764.0,11240.0,5128.0
10184.0,11440.0,7140.0,12804.0,6892.0
9992.0,15964.0,10644.0,15764.0,9380.0
9360.0,11904.0,13144.0,11068.0,6548.0
6760.0,12240.0,8596.0,13684.0,10864.0
6488.0,7336.0,6608.0,7236.0,6692.0
2272.0,3192.0,1884.0,3920.0,4544.0
12068.0,10104.0,8192.0,12500.0,7600.0
13068.0,21796.0,14476.0,24000.0,12056.0
15024.0,17848.0,12168.0,18736.0,9948.0
11076.0,12584.0,8676.0,10236.0,5428.0
10544.0,10708.0,5152.0,10856.0,3460.0
8180.0,10012.0,6764.0,11240.0,5128.0
10184.0,11440.0,7140.0,12804.0,6892.0
9992.0,15964.0,10644.0,15764.0,9380.0
9360.0,11904.0,13144.0,11068.0,6548.0
6760.0,12240.0,8596.0,13684.0,10864.0
6488.0,7336.0,6608.0,7236.0,6692.0
2272.0,3192.0,1884.0,3920.0,4544.0
12068.0,10104.0,8192.0,12500.0,7600.0
13068.0,21796.0,14476.0,24000.0,12056.0
15024.0,17848.0,12168.0,18736.0,9948.0
11076.0,12584.0,8676.0,10236.0,5428.0
10544.0,10708.0,5152.0,10856.0,3460.0
8180.0,10012.0,6764.0,11240.0,5128.0
10184.0,11440.0,7140.0,12804.0,6892.0
9992.0,15964.0,10644.0,15764.0,9380.0
9360.0,11904.0,13144.0,11068.0,6548.0
6760.0,12240.0,8596.0,13684.0,10864.0
6488.0,7336.0,6608.0,7236.0,6692.0
2272.0,3192.0,1884.0,3920.0,4544.0
12068.0,10104.0,8192.0,12500.0,7600.0
13068.0,21796.0,14476.0,24000.0,12056.0
15024.0,17848.0,12168.0,18736.0,9948.0
11076.0,12584.0,8676.0,10236.0,5428.0
10544.0,10708.0,5152.0,10856.0,3460.0
8180.0,10012.0,6764.0,11240.0,5128.0
10184.0,11440.0,7140.0,12804.0,6892.0
9992.0,15964.0,10644.0,15764.0,9380.0
9360.0,11904.0,13144.0,11068.0,6548.0
6760.0,12240.0,8596.0,13684.0,10864.0
6488.0,7336.0,6608.0,7236.0,6692.0
2272.0,3192.0,1884.0,3920.0,4544.0
12068.0,10104.0,8192.0,12500.0,7600.0
13068.0,21796.0,14476.0,24000.0,12056.0
15024.0,17848.0,12168.0,18736.0,9948.0
11076.0,12584.0,8676.0,10236.0,5428.0
