610462252.0,690745856.0,412390712.0,457412928.0,184892588.0
355272204.0,455468076.0,268763300.0,576164232.0,333074356.0
552992064.0,816579668.0,472150980.0,857040740.0,281246360.0
566795440.0,816487388.0,500698772.0,931261456.0,371284532.0
438513848.0,1042065584.0,699219356.0,754053864.0,407957788.0
353430976.0,440546896.0,335677528.0,628893760.0,663163616.0
278106672.0,369632236.0,237693996.0,234972412.0,239230424.0
87732752.0,97223748.0,138394964.0,173179852.0,200595816.0
410786968.0,564591412.0,357594184.0,623250404.0,402714996.0
811069160.0,1190299664.0,650179280.0,741801284.0,716569256.0
730569156.0,795117068.0,611631276.0,1427084416.0,578835752.0
652917756.0,661354592.0,415135056.0,629275436.0,372562192.0
610462252.0,690745856.0,412390712.0,457412928.0,184892588.0
355272204.0,455468076.0,268763300.0,576164232.0,333074356.0
552992064.0,816579668.0,472150980.0,857040740.0,281246360.0
566795440.0,816487388.0,500698772.0,931261456.0,371284532.0
438513848.0,1042065584.0,699219356.0,754053864.0,407957788.0
353430976.0,440546896.0,335677528.0,628893760.0,663163616.0
278106672.0,369632236.0,237693996.0,234972412.0,239230424.0
87732752.0,97223748.0,138394964.0,173179852.0,200595816.0
410786968.0,564591412.0,357594184.0,623250404.0,402714996.0
811069160.0,1190299664.0,650179280.0,741801284.0,716569256.0
730569156.0,795117068.0,611631276.0,1427084416.0,578835752.0
652917756.0,661354592.0,415135056.0,629275436.0,372562192.0
610462252.0,690745856.0,412390712.0,457412928.0,184892588.0
355272204.0,455468076.0,268763300.0,576164232.0,333074356.0
552992064.0,816579668.0,472150980.0,857040740.0,281246360.0
566795440.0,816487388.0,500698772.0,931261456.0,371284532.0
438513848.0,1042065584.0,699219356.0,754053864.0,407957788.0
353430976.0,440546896.0,335677528.0,628893760.0,663163616.0
278106672.0,369632236.0,237693996.0,234972412.0,239230424.0
87732752.0,97223748.0,138394964.0,173179852.0,200595816.0
410786968.0,564591412.0,357594184.0,623250404.0,402714996.0
811069160.0,1190299664.0,650179280.0,741801284.0,716569256.0
730569156.0,795117068.0,611631276.0,1427084416.0,578835752.0
652917756.0,661354592.0,415135056.0,629275436.0,372562192.0
610462252.0,690745856.0,412390712.0,457412928.0,184892588.0
355272204.0,455468076.0,268763300.0,576164232.0,333074356.0
552992064.0,816579668.0,472150980.0,857040740.0,281246360.0
566795440.0,816487388.0,500698772.0,931261456.0,371284532.0
438513848.0,1042065584.0,699219356.0,754053864.0,407957788.0
353430976.0,440546896.0,335677528.0,628893760.0,663163616.0
278106672.0,369632236.0,237693996.0,234972412.0,239230424.0
87732752.0,97223748.0,138394964.0,173179852.0,200595816.0
410786968.0,564591412.0,357594184.0,623250404.0,402714996.0
811069160.0,1190299664.0,650179280.0,741801284.0,716569256.0
730569156.0,795117068.0,611631276.0,1427084416.0,578835752.0
652917756.0,661354592.0,415135056.0,629275436.0,372562192.0
